YEAR,GHCN,NAME,STATE,LATITUDE,LONGITUDE,MaxT_Records,MinT_Records,MaxT_Obs,MinT_Obs,HeatRisk
,USW00024062,WORLAND MUNICIPAL AP,WY,43.965,-107.95,,,,,
,USC00489770,WORLAND,WY,44.011,-107.968,,,,,
,USC00488852,TENSLEEP 4NE,WY,44.065,-107.382,,,,,
,USC00488758,SUNSHINE 3NE,WY,44.076,-108.955,,,,,
,USC00489205,UPTON,WY,44.093,-104.611,,,,,
,USC00482580,DILLINGER,WY,44.099,-105.118,,,,,
,USC00480740,BILLY CREEK,WY,44.124,-106.732,,,,,
,USC00488315,SNAKE RIVER,WY,44.136,-110.666,,,,,
,USC00483855,GILLETTE 4SE,WY,44.267,-105.449,,,,,
,USC00481165,BUFFALO,WY,44.347,-106.693,,,,,
,USC00480540,BASIN,WY,44.38,-108.035,,,,,
,USC00488705,SUNDANCE,WY,44.412,-104.357,,,,,
,USC00481850,CODY 12SE,WY,44.414,-108.901,,,,,
,USC00488124,SHELL,WY,44.535,-107.777,,,,,
,USC00483031,EMBLEM,WY,44.497,-108.391,,,,,
,USC00482466,DEVILS TOWER NO 2,WY,44.583,-104.715,,,,,
,USC00481816,CLEARMONT 5 SW,WY,44.578,-106.447,,,,,
,USC00485345,LAKE YELLOWSTONE,WY,44.562,-110.399,,,,,
,USC00489580,WESTON 1 E,WY,44.64,-105.301,,,,,
,USW00024029,SHERIDAN AIRPORT,WY,44.76,-106.974,,,,,
,USC00481220,BURGESS JUNCTION,WY,44.774,-107.522,,,,,
,USC00488160,SHERIDAN FIELD STATION,WY,44.84,-106.838,,,,,
,USC00485770,LOVELL,WY,44.838,-108.404,,,,,
,USC00485506,LEITER 9N,WY,44.85,-106.289,,,,,
,USC00482415,DEAVER,WY,44.892,-108.593,,,,,
,USC00489025,TOWER FALLS,WY,44.917,-110.42,,,,,
,USC00481775,CLARK 3NE,WY,44.937,-109.137,,,,,
,USC00489905,YELLOWSTONE PARK MAMMOTH,WY,44.977,-110.696,,,,,
,USC00481840,CODY,WY,44.502,-109.111,,,,,
,USW00024089,CASPER-NATRONA COUNTY AP,WY,42.898,-106.474,,,,,
,USW00024027,ROCK SPRINGS AP,WY,41.595,-109.053,,,,,
,USW00024131,BOISE AIR TERMINAL,ID,43.567,-116.241,,,,,
,USC00045532,MERCED,CA,37.289,-120.516,,,,,
,USW00023258,MODESTO AP,CA,37.625,-120.955,,,,,
,USC00046074,NAPA STATE HOSPITAL,CA,38.278,-122.265,,,,,
,USW00093111,POINT MUGU NF,CA,34.124,-119.123,,,,,
,USC00046624,PALMDALE,CA,34.588,-118.094,,,,,
,USC00042805,ELSINORE,CA,33.686,-117.346,,,,,
,USC00044997,LIVERMORE,CA,37.682,-121.751,,,,,
,USC00049621,WHISKEYTOWN RESERVOIR,CA,40.612,-122.528,,,,,
,USC00047339,REDWOOD CITY,CA,37.477,-122.239,,,,,
,USC00047414,RICHMOND,CA,37.919,-122.377,,,,,
,USW00023233,SALINAS AP,CA,36.664,-121.609,,,,,
,USC00047306,REDLANDS,CA,34.037,-117.195,,,,,
,USW00023188,SAN DIEGO INTERNATIONAL AP,CA,32.734,-117.183,,,,,
,USW00023272,SAN FRANCISCO DOWNTOWN,CA,37.77,-122.427,,,,,
,USC00045123,LOS GATOS,CA,37.232,-121.959,,,,,
,USW00023234,SAN FRANCISCO INTERNATIONAL AP,CA,37.62,-122.366,,,,,
,USC00045915,MOUNT DIABLO JUNCTION,CA,37.879,-121.93,,,,,
,USC00047902,SANTA BARBARA,CA,34.417,-119.684,,,,,
,USW00023273,SANTA MARIA PUBLIC AP,CA,34.894,-120.452,,,,,
,USC00049152,U C L A,CA,34.07,-118.443,,,,,
,USC00047965,SANTA ROSA,CA,38.456,-122.713,,,,,
,USC00049785,WOODLAND HILLS PIERCE COLLEGE,CA,34.182,-118.574,,,,,
,USW00093134,LOS ANGELES DOWNTOWN/USC,CA,34.024,-118.291,,,,,
,USW00023237,STOCKTON AP,CA,37.89,-121.226,,,,,
,USW00023244,MOFFETT FEDERAL AIRFIELD,CA,37.406,-122.048,,,,,
,USC00048999,TRACY CARBONA,CA,37.682,-121.347,,,,,
,USC00049378,VISTA,CA,33.235,-117.232,,,,,
,USC00050848,BOULDER,CO,39.992,-105.267,,,,,
,USW00093037,COLORADO SPRINGS MUNICIPAL AP,CO,38.809,-104.689,,,,,
,USC00053005,FORT COLLINS,CO,40.576,-105.086,,,,,
,USC00053553,GREELEY UNC,CO,40.402,-104.699,,,,,
,USC00054452,KASSLER,CO,39.49,-105.095,,,,,
,USC00058839,WATERDALE,CO,40.426,-105.21,,,,,
,USW00093058,PUEBLO MEMORIAL AIRPORT,CO,38.289,-104.506,,,,,
,USW00023062,DENVER-CENTRAL PARK,CO,39.767,-104.869,,,,,
,USC00054762,LAKEWOOD,CO,39.749,-105.121,,,,,
,USC00024977,LITCHFIELD PARK,AZ,33.499,-112.363,,,,,
,USW00023183,PHOENIX AIRPORT,AZ,33.428,-112.004,,,,,
,USC00029634,YOUNGTOWN,AZ,33.594,-112.301,,,,,
,USC00028499,TEMPE ASU,AZ,33.425,-111.922,,,,,
,USC00046336,OAKLAND MUSEUM,CA,37.798,-122.264,,,,,
,USC00040232,ANTIOCH PUMPING PLANT #3,CA,37.983,-121.752,,,,,
,USW00023271,SACRAMENTO 5 ESE,CA,38.555,-121.418,,,,,
,USW00023155,BAKERSFIELD AP,CA,35.434,-119.055,,,,,
,USC00040693,BERKELEY,CA,37.874,-122.26,,,,,
,USC00046377,OCEANSIDE MARINA,CA,33.21,-117.395,,,,,
,USW00003122,TORRANCE AP,CA,33.802,-118.342,,,,,
,USC00047050,POMONA/FAIRPLEX,CA,34.082,-117.766,,,,,
,USC00041758,CHULA VISTA,CA,32.64,-117.086,,,,,
,USC00040136,ALPINE,CA,32.836,-116.777,,,,,
,USW00023232,SACRAMENTO AP ASOS,CA,38.507,-121.496,,,,,
,USC00047785,SAN GABRIEL FIRE DEPT,CA,34.084,-118.1,,,,,
,USC00042863,ESCONDIDO NO. 2,CA,33.121,-117.09,,,,,
,USC00042934,FAIRFIELD,CA,38.274,-122.068,,,,,
,USC00046144,NEWARK,CA,37.515,-122.032,,,,,
,USC00046719,PASADENA,CA,34.148,-118.145,,,,,
,USW00023230,OAKLAND INTERNATIONAL AIRPORT,CA,37.718,-122.233,,,,,
,USC00047813,SAN JACINTO,CA,33.797,-116.975,,,,,
,USC00049325,VICTORVILLE,CA,34.529,-117.293,,,,,
,USC00044259,INDIO FIRE STATION,CA,33.709,-116.215,,,,,
,USW00023174,LOS ANGELES INTL AP,CA,33.938,-118.387,,,,,
,USC00047888,SANTA ANA FIRE STATION,CA,33.744,-117.867,,,,,
,USC00046175,NEWPORT BEACH HARBOR,CA,33.603,-117.884,,,,,
,USW00023129,LONG BEACH DAUGHERTY AP,CA,33.812,-118.147,,,,,
,USW00003159,LANCASTER,CA,34.741,-118.213,,,,,
,USW00023050,ALBUQUERQUE INTL AP,NM,35.042,-106.615,,,,,
,USC00298535,STATE UNIVERSITY,NM,32.282,-106.76,,,,,
,USW00024217,BELLINGHAM INTL AP,WA,48.799,-122.541,,,,,
,USC00452675,EVERETT,WA,47.975,-122.195,,,,,
,USC00454154,KENNEWICK,WA,46.211,-119.101,,,,,
,USC00454169,KENT,WA,47.417,-122.243,,,,,
,USW00024233,SEATTLE TACOMA AIRPORT,WA,47.445,-122.314,,,,,
,USW00024157,SPOKANE INTL AP,WA,47.622,-117.528,,,,,
,USC00458773,VANCOUVER 4 NNE,WA,45.678,-122.651,,,,,
,USW00024243,YAKIMA AIRPORT,WA,46.564,-120.535,,,,,
,USC00350694,BEND,OR,44.057,-121.285,,,,,
,USW00024221,EUGENE-MAHLON SWEET FIELD,OR,44.133,-123.216,,,,,
,USC00352997,FOREST GROVE,OR,45.525,-123.103,,,,,
,USW00024225,MEDFORD INTL AP,OR,42.375,-122.877,,,,,
,USC00356749,PORTLAND KGW-TV,OR,45.518,-122.689,,,,,
,USW00024232,SALEM AP (MCNARY FIELD),OR,44.905,-123.001,,,,,
,USC00240802,BILLINGS WATER TREATMENT PLANT,MT,45.772,-108.481,,,,,
,USW00023185,RENO AIRPORT,NV,39.508,-119.768,,,,,
,USW00023169,HARRY REID INTL AIRPORT,NV,36.072,-115.163,,,,,
,USC00422726,FARMINGTON 3 NW,UT,41.02,-111.933,,,,,
,USC00426869,PINEVIEW DAM,UT,41.258,-111.838,,,,,
,USC00426919,PLEASANT GROVE,UT,40.368,-111.734,,,,,
,USC00427516,ST. GEORGE,UT,37.119,-113.607,,,,,
,USW00024127,SALT LAKE CITY INTL ARPT,UT,40.771,-111.965,,,,,
,USW00024257,REDDING AP,CA,40.515,-122.298,,,,,
,USW00024215,MOUNT SHASTA,CA,41.315,-122.317,,,,,
,USC00248809,W GLACIER,MT,48.5,-113.985,,,,,
,USC00299820,WOLF CANYON,NM,35.948,-106.747,,,,,
,USC00420819,BOUNTIFUL BENCH,UT,40.891,-111.85,,,,,
,USC00427064,PROVO BYU,UT,40.246,-111.651,,,,,
,USC00455840,NEWHALEM,WA,48.676,-121.242,,,,,
,USC00026471,PHANTOM RANCH,AZ,36.107,-112.095,,,,,
